input0_df,input1_df,math_fidelity,t,mblock_m,mblock_n,ublock_rt,ublock_ct,m_k,u_kt,math_utilization,runtime,tile_runtime
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,2,8,56.48247528076172,29913,467
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,2,4,52.84794998168945,16469,257
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,1,16,59.34528732299805,27607,431
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,4,4,56.57239532470703,29866,466
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,1,4,66.2917251586914,6178,96
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,1,8,62.605064392089844,13085,204
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,16,1,29.474449157714844,114648,895
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,8,1,29.620452880859375,58770,459
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,4,1,29.922616958618164,30799,240
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,2,1,31.1256103515625,16449,128
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,1,1,26.955181121826172,7597,59
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,8,2,51.05588912963867,66186,517
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,4,4,66.96920776367188,50459,394
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,2,2,47.33743667602539,19468,152
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,1,2,53.823970794677734,7609,59
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,4,2,49.79605484008789,34958,273
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,2,8,66.9139633178711,50500,394
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,2,4,61.955291748046875,28097,219
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,1,4,77.27299499511719,10601,82
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,1,8,75.24330139160156,21774,170
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,1,16,72.58904266357422,45141,352
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,2,1,30.73105239868164,16660,130
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,8,1,28.901472091674805,60232,470
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,4,1,29.33804702758789,31413,245
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,1,1,26.964330673217773,7595,59
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,1,8,53.81972885131836,30442,237
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,2,2,46.1539192199707,19967,155
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,1,2,53.83872985839844,7607,59
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,4,2,46.98872375488281,37047,289
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,2,4,51.45998764038086,33828,264
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,1,4,58.611328125,13976,109
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,16,1,26.090002059936523,129520,1011
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,8,1,26.10211944580078,66691,521
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,4,1,26.117429733276367,35286,275
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,2,1,25.64632225036621,19963,155
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,1,1,19.22260284423828,10654,83
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,8,2,43.55697250366211,77581,606
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,2,2,39.27236557006836,23466,183
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,4,2,42.226661682128906,41225,322
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,1,2,38.43519592285156,10656,83
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,2,8,60.46570587158203,55886,436
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,2,4,54.760353088378906,31789,248
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,4,4,58.89557647705078,57376,448
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,1,16,67.16162872314453,48789,381
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,1,4,70.03266906738281,11697,91
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,1,8,68.53368377685547,23906,186
