Test-ID,quant_type,zero_point,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,input1_df,input1_t,input1_grid_size_r,input1_grid_size_c,input1_mb_r,input1_mb_c,input1_ub_r,input1_ub_c,input1_ublock_order,input1_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization-all-inputs,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
10,requantization,1,HiFi4,Int32,1,1,1,4,4,2,2,r,2,Float32,1,1,1,4,4,2,2,r,2,Int8,1,1,1,4,4,2,2,r,2,0,127,29.834938049316406,5271886,6.414850959473068,6.414850959473068,1.6408505874485704,6.41451199817295,6.41451199817295,1.6409216739512198
11,requantization,1,HiFi4,Int32,1,1,1,4,2,2,2,r,2,Float32,1,1,1,4,2,2,2,r,2,Int8,1,1,1,4,2,2,2,r,2,0,127,29.798707962036133,2639148,6.407264538778478,6.407264538778478,1.6389274601188757,6.406722169427406,6.406722169427406,1.638928927062825
12,requantization,1,HiFi4,Int32,1,1,1,2,2,2,2,r,2,Float32,1,1,1,2,2,2,2,r,2,Int8,1,1,1,2,2,2,2,r,2,0,127,29.268857955932617,1343462,6.292843435427073,6.292843435427073,1.6095037432465171,6.29280470902787,6.29280470902787,1.6097872511466644
13,requantization,1,HiFi4,Int32,1,1,1,2,4,2,2,r,2,Float32,1,1,1,2,4,2,2,r,2,Int8,1,1,1,2,4,2,2,r,2,0,127,29.801576614379883,2638894,6.40792287662636,6.40792287662636,1.6389212011875312,6.4073388321016305,6.4073388321016305,1.6390866779794868
14,requantization,1,HiFi4,Int32,1,1,1,4,2,2,1,r,2,Float32,1,1,1,4,2,2,1,r,2,Int8,1,1,1,4,2,2,1,r,2,0,127,29.171842575073242,1347930,6.271787820399227,6.271787820399227,1.6042549023859063,6.271945872560147,6.271945872560147,1.6044512697246889
15,requantization,1,HiFi4,Int32,1,1,1,4,4,2,1,r,2,Float32,1,1,1,4,4,2,1,r,2,Int8,1,1,1,4,4,2,1,r,2,0,127,29.68086814880371,2649626,6.381478404557364,6.381478404557364,1.6322781196858815,6.381386656079009,6.381386656079009,1.632447749229514
16,requantization,1,HiFi4,Int32,1,1,1,2,4,2,1,r,2,Float32,1,1,1,2,4,2,1,r,2,Int8,1,1,1,2,4,2,1,r,2,0,127,29.097259521484375,1351385,6.256262157356469,6.256262157356469,1.6000942551346304,6.255910787821383,6.255910787821383,1.6003492713031446
17,requantization,1,HiFi4,Int32,1,1,1,2,2,2,1,r,2,Float32,1,1,1,2,2,2,1,r,2,Int8,1,1,1,2,2,2,1,r,2,0,127,28.39781379699707,692335,6.105611012684211,6.105611012684211,1.5615367709878223,6.10552983743419,6.10552983743419,1.561879725855258
18,requantization,1,HiFi4,Int32,1,1,1,4,2,4,1,r,2,Float32,1,1,1,4,2,4,1,r,2,Int8,1,1,1,4,2,4,1,r,2,0,127,29.78728485107422,2640160,6.405004214975993,6.405004214975993,1.6383681004922452,6.404266408096479,6.404266408096479,1.6383007090479365
19,requantization,1,HiFi4,Int32,1,1,1,4,4,4,1,r,2,Float32,1,1,1,4,4,4,1,r,2,Int8,1,1,1,4,4,4,1,r,2,0,127,29.84442138671875,5270211,6.4168494685390165,6.4168494685390165,1.6413159107002409,6.4165506845930835,6.4165506845930835,1.6414431983842772
20,requantization,1,HiFi4,Int32,1,1,1,4,2,1,1,r,2,Float32,1,1,1,4,2,1,1,r,2,Int8,1,1,1,4,2,1,1,r,2,0,127,27.620580673217773,711817,5.938634809290445,5.938634809290445,1.5190565928208062,5.938425185124829,5.938425185124829,1.5191320241017003
21,requantization,1,HiFi4,Int32,1,1,1,2,4,1,1,r,2,Float32,1,1,1,2,4,1,1,r,2,Int8,1,1,1,2,4,1,1,r,2,0,127,27.105335235595703,725348,5.827583859139156,5.827583859139156,1.4904935359378517,5.827646867434666,5.827646867434666,1.490793384692589
22,requantization,1,HiFi4,Int32,1,1,1,2,2,4,1,r,2,Float32,1,1,1,2,2,4,1,r,2,Int8,1,1,1,2,2,4,1,r,2,0,127,29.631593704223633,1327016,6.37177369979475,6.37177369979475,1.6296878002322492,6.370792816363933,6.370792816363933,1.629737697209378
23,requantization,1,HiFi4,Int32,1,1,1,2,4,4,1,r,2,Float32,1,1,1,2,4,4,1,r,2,Int8,1,1,1,2,4,4,1,r,2,0,127,29.81357192993164,2637832,6.410432653398109,6.410432653398109,1.6397051912474354,6.409918448180172,6.409918448180172,1.6397465797670208
