input0_df,input1_df,math_fidelity,t,mblock_m,mblock_n,ublock_rt,ublock_ct,m_k,u_kt,math_utilization,runtime,tile_runtime
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,1,2,37.806087493896484,5417,84
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,1,1,18.904842376708984,5416,84
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,2,4,53.63202667236328,16229,253
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,2,2,42.00944900512695,10968,171
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,16,1,25.05514907836914,96044,1500
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,8,1,25.267154693603516,46605,728
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,2,2,1,27.579891204833984,9282,145
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,4,2,50.12625503540039,38813,303
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,4,4,60.590362548828125,59151,462
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,4,1,36.85845947265625,30560,238
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,2,2,54.308902740478516,16969,132
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,8,1,36.687644958496094,64196,501
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,8,2,48.11027526855469,83009,648
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,1,8,75.18183135986328,21792,170
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,1,2,55.74081039428711,7348,57
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,2,1,37.68349075317383,13586,106
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,16,1,36.615901947021484,131440,1026
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,1,16,72.61800384521484,45123,352
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,2,8,68.01102447509766,49686,388
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,1,4,77.18738555908203,10613,82
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,1,1,27.876272201538086,7346,57
Bfp8_b,Bfp8_b,LoFi,1,8,2,2,4,2,4,64.24451446533203,27096,211
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,4,1,36.54994583129883,30818,240
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,2,4,53.24528121948242,32693,255
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,1,4,58.80459976196289,13930,108
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,8,1,36.361053466796875,64772,506
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,1,1,27.876005172729492,7346,57
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,2,1,37.223609924316406,13754,107
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,4,2,49.59340286254883,39231,306
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,2,2,53.218631744384766,17317,135
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,1,8,53.828697204589844,30437,237
Bfp8_b,Bfp8_b,LoFi,1,8,2,4,2,1,2,55.735416412353516,7349,57
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,4,2,38.054691314697266,51126,399
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,4,4,50.96390151977539,70324,549
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,4,1,27.186080932617188,41432,323
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,1,16,67.14034271240234,48805,381
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,8,2,36.06895065307617,110721,865
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,8,1,26.722421646118164,88135,688
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,1,8,68.51496887207031,23913,186
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,2,8,60.752071380615234,55622,434
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,1,4,70.050537109375,11694,91
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,2,4,55.627586364746094,31293,244
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,2,2,43.49604415893555,21188,165
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,2,1,28.621089935302734,17888,139
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,1,2,39.322731018066406,10416,81
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,1,1,19.66058349609375,10416,81
Bfp8_b,Bfp8_b,LoFi,1,8,4,2,2,16,1,26.510652542114258,181542,1418
