input0_df,math_fidelity,z,t,mblock_m,mblock_n,ublock_rt,ublock_ct,math_utilization,runtime,tile_runtime,ublock_size,blocks
Float16_b,HiFi2,32,1,2,1,1,3,59.19914245605469,65433,10905,03,02
Float16_b,HiFi2,01,1,3,1,1,3,7.077308177947998,1017,113,03,03
Float16_b,HiFi2,02,1,3,1,1,3,48.724571228027344,3989,443,03,03
Float16_b,HiFi2,04,1,3,1,1,3,54.976646423339844,10346,1149,03,03
Float16_b,HiFi2,08,1,3,1,1,3,57.806365966796875,22793,2532,03,03
Float16_b,HiFi2,16,1,3,1,1,3,58.663909912109375,47988,5332,03,03
Float16_b,HiFi2,01,1,4,1,1,3,7.234405517578125,1326,110,03,04
Float16_b,HiFi2,02,1,4,1,1,3,47.90318298339844,5410,450,03,04
Float16_b,HiFi2,04,1,4,1,1,3,55.24312210083008,13728,1144,03,04
Float16_b,HiFi2,08,1,4,1,1,3,57.6976318359375,30448,2537,03,04
Float16_b,HiFi2,16,1,4,1,1,3,58.743900299072266,63897,5324,03,04
Float16_b,HiFi2,01,1,5,1,1,3,5.609155654907227,2139,142,03,05
Float16_b,HiFi2,02,1,5,1,1,3,47.557559967041016,6812,454,03,05
Float16_b,HiFi2,04,1,5,1,1,3,54.94686508178711,17253,1150,03,05
Float16_b,HiFi2,08,1,5,1,1,3,57.576568603515625,38140,2542,03,05
Float16_b,HiFi2,01,1,6,1,1,3,7.4671549797058105,1928,107,03,06
Float16_b,HiFi2,02,1,6,1,1,3,46.94695281982422,8281,460,03,06
Float16_b,HiFi2,04,1,6,1,1,3,54.65250778198242,20815,1156,03,06
Float16_b,HiFi2,08,1,6,1,1,3,57.502437591552734,45827,2545,03,06
Float16_b,HiFi2,01,1,1,1,1,4,7.048094272613525,454,113,04,01
Float16_b,HiFi2,02,1,1,1,1,4,40.74766159057617,2120,530,04,01
Float16_b,HiFi2,04,1,1,1,1,4,46.241676330566406,5466,1366,04,01
Float16_b,HiFi2,08,1,1,1,1,4,47.98239517211914,12204,3051,04,01
Float16_b,HiFi2,16,1,1,1,1,4,48.7076416015625,25687,6421,04,01
Float16_b,HiFi2,32,1,1,1,1,4,49.01878356933594,52681,13170,04,01
Float16_b,HiFi2,01,1,2,1,1,4,6.834298133850098,936,117,04,02
Float16_b,HiFi2,02,1,2,1,1,4,48.08232879638672,3593,449,04,02
Float16_b,HiFi2,04,1,2,1,1,4,54.76871871948242,9231,1153,04,02
Float16_b,HiFi2,08,1,2,1,1,4,57.59390640258789,20335,2541,04,02
Float16_b,HiFi2,16,1,2,1,1,4,58.73661804199219,42603,5325,04,02
Float16_b,HiFi2,01,1,3,1,1,4,7.5957818031311035,1263,105,04,03
Float16_b,HiFi2,02,1,3,1,1,4,45.64491653442383,5678,473,04,03
Float16_b,HiFi2,04,1,3,1,1,4,54.43537139892578,13932,1161,04,03
Float16_b,HiFi2,08,1,3,1,1,4,57.535362243652344,30534,2544,04,03
Float16_b,HiFi2,16,1,3,1,1,4,58.724098205566406,63919,5326,04,03
Float16_b,HiFi2,01,1,4,1,1,4,7.752363204956055,1651,103,04,04
Float16_b,HiFi2,02,1,4,1,1,4,46.09690475463867,7497,468,04,04
Float16_b,HiFi2,04,1,4,1,1,4,54.47801208496094,18561,1160,04,04
Float16_b,HiFi2,08,1,4,1,1,4,57.39760971069336,40810,2550,04,04
Float16_b,HiFi2,01,1,5,1,1,4,5.678462505340576,2817,140,04,05
Float16_b,HiFi2,02,1,5,1,1,4,48.34669494628906,8935,446,04,05
Float16_b,HiFi2,04,1,5,1,1,4,55.273860931396484,22867,1143,04,05
Float16_b,HiFi2,08,1,5,1,1,4,57.854576110839844,50609,2530,04,05
Float16_b,HiFi2,01,1,6,1,1,4,5.596558570861816,3430,142,04,06
Float16_b,HiFi2,02,1,6,1,1,4,47.55792999267578,10900,454,04,06
Float16_b,HiFi2,04,1,6,1,1,4,55.23387908935547,27461,1144,04,06
Float16_b,HiFi2,08,1,6,1,1,4,57.82941436767578,60758,2531,04,06
Float16_b,HiFi2,01,1,1,1,1,5,8.006004333496094,499,99,05,01
Float16_b,HiFi2,02,1,1,1,1,5,45.424373626708984,2377,475,05,01
Float16_b,HiFi2,04,1,1,1,1,5,50.84658432006836,6214,1242,05,01
Float16_b,HiFi2,08,1,1,1,1,5,52.72810363769531,13882,2776,05,01
Float16_b,HiFi2,16,1,1,1,1,5,53.52265167236328,29221,5844,05,01
Float16_b,HiFi2,32,1,1,1,1,5,53.91389846801758,59873,11974,05,01
Float16_b,HiFi2,01,1,2,1,1,5,7.325430870056152,1092,109,05,02
Float16_b,HiFi2,02,1,2,1,1,5,48.25627899169922,4476,447,05,02
Float16_b,HiFi2,04,1,2,1,1,5,54.64886474609375,11564,1156,05,02
Float16_b,HiFi2,08,1,2,1,1,5,57.335506439208984,25533,2553,05,02
Float16_b,HiFi2,16,1,2,1,1,5,58.435516357421875,53529,5352,05,02
Float16_b,HiFi2,01,1,3,1,1,5,5.711183547973633,2101,140,05,03
Float16_b,HiFi2,02,1,3,1,1,5,47.16044616699219,6870,458,05,03
Float16_b,HiFi2,04,1,3,1,1,5,54.7515754699707,17314,1154,05,03
Float16_b,HiFi2,08,1,3,1,1,5,57.43267059326172,38236,2549,05,03
Float16_b,HiFi2,01,1,4,1,1,5,8.070999145507812,1982,99,05,04
Float16_b,HiFi2,02,1,4,1,1,5,46.78152847290039,9234,461,05,04
Float16_b,HiFi2,04,1,4,1,1,5,54.535186767578125,23177,1158,05,04
Float16_b,HiFi2,08,1,4,1,1,5,57.22075653076172,51170,2558,05,04
Float16_b,HiFi2,01,1,5,1,1,5,5.606559753417969,3567,142,05,05
Float16_b,HiFi2,02,1,5,1,1,5,48.4441032409668,11146,445,05,05
Float16_b,HiFi2,04,1,5,1,1,5,55.406307220458984,28516,1140,05,05
Float16_b,HiFi2,08,1,5,1,1,5,57.694786071777344,63437,2537,05,05
Float16_b,HiFi2,01,1,6,1,1,5,5.593132019042969,4290,143,05,06
Float16_b,HiFi2,02,1,6,1,1,5,48.34619903564453,13403,446,05,06
Float16_b,HiFi2,04,1,6,1,1,5,55.33073043823242,34266,1142,05,06
Float16_b,HiFi2,01,1,1,1,1,6,8.376049995422363,573,95,06,01
Float16_b,HiFi2,02,1,1,1,1,6,45.38597106933594,2855,475,06,01
Float16_b,HiFi2,04,1,1,1,1,6,51.03076171875,7430,1238,06,01
Float16_b,HiFi2,08,1,1,1,1,6,52.73320007324219,16657,2776,06,01
Float16_b,HiFi2,16,1,1,1,1,6,53.469444274902344,35100,5850,06,01
Float16_b,HiFi2,32,1,1,1,1,6,53.807586669921875,71989,11998,06,01
Float16_b,HiFi2,01,1,2,1,1,6,8.265340805053711,1161,96,06,02
Float16_b,HiFi2,02,1,2,1,1,6,48.93061447143555,5297,441,06,02
Float16_b,HiFi2,04,1,2,1,1,6,55.30789566040039,13712,1142,06,02
Float16_b,HiFi2,08,1,2,1,1,6,57.68233108520508,30456,2538,06,02
Float16_b,HiFi2,16,1,2,1,1,6,58.71782302856445,63926,5327,06,02
Float16_b,HiFi2,01,1,3,1,1,6,5.731271743774414,2512,139,06,03
Float16_b,HiFi2,02,1,3,1,1,6,47.846004486083984,8126,451,06,03
Float16_b,HiFi2,04,1,3,1,1,6,55.086647033691406,20651,1147,06,03
Float16_b,HiFi2,08,1,3,1,1,6,57.687198638916016,45680,2537,06,03
Float16_b,HiFi2,01,1,4,1,1,6,8.928837776184082,2150,89,06,04
Float16_b,HiFi2,02,1,4,1,1,6,47.4727668762207,10919,454,06,04
Float16_b,HiFi2,04,1,4,1,1,6,54.98735427856445,27584,1149,06,04
Float16_b,HiFi2,08,1,4,1,1,6,57.60418701171875,60995,2541,06,04
Float16_b,HiFi2,01,1,5,1,1,6,5.54627799987793,4327,144,06,05
Float16_b,HiFi2,02,1,5,1,1,6,49.212310791015625,13167,438,06,05
Float16_b,HiFi2,04,1,5,1,1,6,55.76049041748047,34002,1133,06,05
Float16_b,HiFi2,01,1,6,1,1,6,5.546728134155273,5192,144,06,06
Float16_b,HiFi2,02,1,6,1,1,6,48.81446838378906,15929,442,06,06
Float16_b,HiFi2,04,1,6,1,1,6,55.60080337524414,40920,1136,06,06
Float16_b,HiFi2,01,1,1,1,1,7,8.430561065673828,664,94,07,01
Float16_b,HiFi2,02,1,1,1,1,7,46.11953353881836,3278,468,07,01
Float16_b,HiFi2,04,1,1,1,1,7,51.03388595581055,8668,1238,07,01
Float16_b,HiFi2,08,1,1,1,1,7,52.70903778076172,19442,2777,07,01
Float16_b,HiFi2,16,1,1,1,1,7,53.40637969970703,40998,5856,07,01
Float16_b,HiFi2,01,1,2,1,1,7,9.059427261352539,1236,88,07,02
Float16_b,HiFi2,02,1,2,1,1,7,49.94947814941406,6054,432,07,02
Float16_b,HiFi2,04,1,2,1,1,7,55.60206604003906,15913,1136,07,02
Float16_b,HiFi2,08,1,2,1,1,7,57.90110397338867,35398,2528,07,02
Float16_b,HiFi2,01,1,3,1,1,7,5.700969696044922,2946,140,07,03
Float16_b,HiFi2,02,1,3,1,1,7,48.29722595214844,9391,447,07,03
Float16_b,HiFi2,04,1,3,1,1,7,55.43382263183594,23942,1140,07,03
Float16_b,HiFi2,08,1,3,1,1,7,57.8770866394043,53119,2529,07,03
Float16_b,HiFi2,01,1,4,1,1,7,9.21245002746582,2431,86,07,04
Float16_b,HiFi2,02,1,4,1,1,7,47.70847702026367,12676,452,07,04
Float16_b,HiFi2,04,1,4,1,1,7,55.2098274230957,32052,1144,07,04
Float16_b,HiFi2,01,1,5,1,1,7,5.559080123901367,5036,143,07,05
Float16_b,HiFi2,02,1,5,1,1,7,49.37034606933594,15312,437,07,05
Float16_b,HiFi2,04,1,5,1,1,7,56.068145751953125,39451,1127,07,05
Float16_b,HiFi2,01,1,6,1,1,7,5.541025638580322,6063,144,07,06
Float16_b,HiFi2,02,1,6,1,1,7,49.13257598876953,18464,439,07,06
Float16_b,HiFi2,04,1,6,1,1,7,55.8736686706543,47507,1131,07,06
Float16_b,HiFi2,01,1,1,1,1,8,6.467147350311279,989,123,08,01
Float16_b,HiFi2,02,1,1,1,1,8,42.70587921142578,4046,505,08,01
Float16_b,HiFi2,04,1,1,1,1,8,49.16087341308594,10284,1285,08,01
Float16_b,HiFi2,08,1,1,1,1,8,52.0360221862793,22507,2813,08,01
Float16_b,HiFi2,16,1,1,1,1,8,53.050018310546875,47170,5896,08,01
Float16_b,HiFi2,01,1,2,1,1,8,7.169801712036133,1785,111,08,02
Float16_b,HiFi2,02,1,2,1,1,8,44.53711700439453,7759,484,08,02
Float16_b,HiFi2,04,1,2,1,1,8,53.84532165527344,18779,1173,08,02
Float16_b,HiFi2,08,1,2,1,1,8,57.081336975097656,41036,2564,08,02
Float16_b,HiFi2,01,1,3,1,1,8,5.479256629943848,3504,146,08,03
Float16_b,HiFi2,02,1,3,1,1,8,44.058189392089844,11766,490,08,03
Float16_b,HiFi2,04,1,3,1,1,8,53.638248443603516,28278,1178,08,03
Float16_b,HiFi2,08,1,3,1,1,8,56.97998809814453,61663,2569,08,03
Float16_b,HiFi2,01,1,4,1,1,8,5.473027229309082,4677,146,08,04
Float16_b,HiFi2,02,1,4,1,1,8,44.83869171142578,15415,481,08,04
Float16_b,HiFi2,04,1,4,1,1,8,53.78962707519531,37598,1174,08,04
Float16_b,HiFi2,01,1,5,1,1,8,5.427142143249512,5896,147,08,05
Float16_b,HiFi2,02,1,5,1,1,8,44.61344528198242,19366,484,08,05
Float16_b,HiFi2,04,1,5,1,1,8,53.69535827636719,47080,1177,08,05
Float16_b,HiFi2,01,1,6,1,1,8,5.421079158782959,7083,147,08,06
Float16_b,HiFi2,02,1,6,1,1,8,44.74116897583008,23173,482,08,06
Float16_b,HiFi2,04,1,6,1,1,8,53.868717193603516,56314,1173,08,06
