Test-ID,Unary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
10,gelu_derivative,LoFi,Bfp8_b,1,1,1,4,2,2,4,r,2,Bfp8_b,1,1,1,4,2,2,4,r,2,0,127,43.69564437866211,6749231,1.6351423792102653,N/A,1.6341582580987786,1.6340229101656172,N/A,1.6340229101656172
11,gelu_derivative,LoFi,Bfp8_b,1,1,1,2,2,2,4,r,2,Bfp8_b,1,1,1,2,2,2,4,r,2,0,127,43.662841796875,3377151,1.6350275447269345,N/A,1.6330641746489853,1.6327961172005632,N/A,1.6327961172005632
12,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,2,2,4,r,2,Bfp8_b,1,1,1,7,2,2,4,r,2,0,127,43.709930419921875,11807294,1.635199697774107,N/A,1.6346361815540642,1.634557133920778,N/A,1.634557133920778
13,gelu_derivative,LoFi,Bfp8_b,1,1,1,4,2,2,1,r,2,Bfp8_b,1,1,1,4,2,2,1,r,2,0,127,43.327205657958984,1701656,1.6243982078863688,N/A,1.6204463105218014,1.6202449378722845,N/A,1.6202449378722845
14,gelu_derivative,LoFi,Bfp8_b,1,1,1,2,2,2,1,r,2,Bfp8_b,1,1,1,2,2,2,1,r,2,0,127,42.95692443847656,858162,1.6144691047342956,N/A,1.6067218772539429,1.6063980460565719,N/A,1.6063980460565719
15,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,2,2,1,r,2,Bfp8_b,1,1,1,7,2,2,1,r,2,0,127,43.43255615234375,2970675,1.6265312138363026,N/A,1.6243054755845032,1.6241844563945902,N/A,1.6241844563945902
16,gelu_derivative,LoFi,Bfp8_b,1,1,1,4,7,2,1,r,2,Bfp8_b,1,1,1,4,7,2,1,r,2,0,127,43.49187088012695,5933247,1.6275755403473706,N/A,1.626457440040634,1.626402595408551,N/A,1.626402595408551
17,gelu_derivative,LoFi,Bfp8_b,1,1,1,4,4,2,1,r,2,Bfp8_b,1,1,1,4,4,2,1,r,2,0,127,43.44198226928711,3394320,1.62661494276795,N/A,1.6246446957888738,1.624537179759127,N/A,1.624537179759127
18,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,4,2,1,r,2,Bfp8_b,1,1,1,7,4,2,1,r,2,0,127,43.491634368896484,5933279,1.6275691768743261,N/A,1.6264458357830491,1.6263938237187228,N/A,1.6263938237187228
19,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,7,2,1,r,2,Bfp8_b,1,1,1,7,7,2,1,r,2,0,127,43.52001953125,10376466,1.6281292739442421,N/A,1.6274845197501944,1.6274552974008683,N/A,1.6274552974008683
20,gelu_derivative,LoFi,Bfp8_b,1,1,1,2,7,2,1,r,2,Bfp8_b,1,1,1,2,7,2,1,r,2,0,127,43.43148422241211,2970748,1.6265013719443828,N/A,1.6242487115544473,1.6241445454141517,N/A,1.6241445454141517
21,gelu_derivative,LoFi,Bfp8_b,1,1,1,2,4,2,1,r,2,Bfp8_b,1,1,1,2,4,2,1,r,2,0,127,43.33097457885742,1701508,1.6245245778584891,N/A,1.620607588697523,1.6203858694757827,N/A,1.6203858694757827
22,gelu_derivative,LoFi,Bfp8_b,1,1,1,4,4,2,4,r,2,Bfp8_b,1,1,1,4,4,2,4,r,2,0,127,43.7122917175293,13493322,1.6352073777895202,N/A,1.6347161068610714,1.6346453571626023,N/A,1.6346453571626023
23,gelu_derivative,LoFi,Bfp8_b,1,1,1,2,4,2,4,r,2,Bfp8_b,1,1,1,2,4,2,4,r,2,0,127,43.69540023803711,6749269,1.6351389583755482,N/A,1.634148740133456,1.6340137102255075,N/A,1.6340137102255075
24,gelu_derivative,LoFi,Bfp8_b,1,1,1,2,7,2,4,r,2,Bfp8_b,1,1,1,2,7,2,4,r,2,0,127,43.70970916748047,11807354,1.6351911800232048,N/A,1.6346273905962723,1.6345488277898672,N/A,1.6345488277898672
