input0_df,math_fidelity,t,mblock_m,mblock_n,ublock_rt,ublock_ct,runtime
Bfp8_b,LoFi,1,2,2,1,1,1522
Bfp8_b,LoFi,1,2,2,1,2,2738
Bfp8_b,LoFi,1,2,2,1,4,5133
Bfp8_b,LoFi,1,2,2,1,8,9936
Bfp8_b,LoFi,1,2,2,2,1,2736
Bfp8_b,LoFi,1,2,2,2,2,5134
Bfp8_b,LoFi,1,2,2,2,4,9931
Bfp8_b,LoFi,1,2,2,4,1,5135
Bfp8_b,LoFi,1,2,2,4,2,9937
Bfp8_b,LoFi,1,2,2,8,1,9941
Bfp8_b,LoFi,1,2,4,1,1,3065
Bfp8_b,LoFi,1,2,4,1,2,5136
Bfp8_b,LoFi,1,2,4,1,4,9836
Bfp8_b,LoFi,1,2,4,1,8,19254
Bfp8_b,LoFi,1,2,4,2,1,5158
Bfp8_b,LoFi,1,2,4,2,2,9820
Bfp8_b,LoFi,1,2,4,2,4,19256
Bfp8_b,LoFi,1,2,4,4,1,9831
Bfp8_b,LoFi,1,2,4,4,2,19247
Bfp8_b,LoFi,1,2,4,8,1,19252
Bfp8_b,LoFi,1,2,8,1,1,6290
Bfp8_b,LoFi,1,2,8,1,2,9969
Bfp8_b,LoFi,1,2,8,1,4,19219
Bfp8_b,LoFi,1,2,8,2,1,9988
Bfp8_b,LoFi,1,2,8,2,2,19225
Bfp8_b,LoFi,1,2,8,2,4,37892
Bfp8_b,LoFi,1,2,8,4,1,19219
Bfp8_b,LoFi,1,2,8,4,2,37885
Bfp8_b,LoFi,1,2,8,8,1,37885
Bfp8_b,LoFi,1,4,2,1,1,3126
Bfp8_b,LoFi,1,4,2,1,2,5151
Bfp8_b,LoFi,1,4,2,1,4,9827
Bfp8_b,LoFi,1,4,2,1,8,19258
Bfp8_b,LoFi,1,4,2,2,1,5169
Bfp8_b,LoFi,1,4,2,2,2,9814
Bfp8_b,LoFi,1,4,2,2,4,19258
Bfp8_b,LoFi,1,4,2,4,1,9814
Bfp8_b,LoFi,1,4,2,4,2,19265
Bfp8_b,LoFi,1,4,2,8,1,19251
Bfp8_b,LoFi,1,4,4,1,1,6348
Bfp8_b,LoFi,1,4,4,1,2,9990
Bfp8_b,LoFi,1,4,4,1,4,19216
Bfp8_b,LoFi,1,4,4,1,8,37889
Bfp8_b,LoFi,1,4,4,2,1,9998
Bfp8_b,LoFi,1,4,4,2,2,19217
Bfp8_b,LoFi,1,4,4,2,4,37884
Bfp8_b,LoFi,1,4,4,4,1,19198
Bfp8_b,LoFi,1,4,4,4,2,37907
Bfp8_b,LoFi,1,4,4,8,1,37897
Bfp8_b,LoFi,1,4,8,1,1,12747
Bfp8_b,LoFi,1,4,8,1,2,19612
Bfp8_b,LoFi,1,4,8,1,4,37997
Bfp8_b,LoFi,1,4,8,2,1,19599
Bfp8_b,LoFi,1,4,8,2,2,38003
Bfp8_b,LoFi,1,4,8,4,1,38000
Bfp8_b,LoFi,1,8,2,1,1,6379
Bfp8_b,LoFi,1,8,2,1,2,9959
Bfp8_b,LoFi,1,8,2,1,4,19215
Bfp8_b,LoFi,1,8,2,1,8,37894
Bfp8_b,LoFi,1,8,2,2,1,9949
Bfp8_b,LoFi,1,8,2,2,2,19205
Bfp8_b,LoFi,1,8,2,2,4,37890
Bfp8_b,LoFi,1,8,2,4,1,19212
Bfp8_b,LoFi,1,8,2,4,2,37893
Bfp8_b,LoFi,1,8,4,1,1,12665
Bfp8_b,LoFi,1,8,4,1,2,19655
Bfp8_b,LoFi,1,8,4,1,4,37989
Bfp8_b,LoFi,1,8,4,2,1,19607
Bfp8_b,LoFi,1,8,4,2,2,38016
Bfp8_b,LoFi,1,8,4,4,1,37994
Bfp8_b,LoFi,1,8,8,1,1,25471
Bfp8_b,LoFi,1,8,8,1,2,38969
Bfp8_b,LoFi,1,8,8,2,1,38898
